feedback_id,retailer_id,product_id,sale_id,feedback_date,feedback_type,channel,sentiment,description,status,resolution_details
63,3463,130.0,734,2024-08-31,Complaint,Sales Rep,Positive,Dignissimos suscipit quo at praesentium repudiandae sed voluptate libero vel numquam harum reprehenderit eaque.,Closed,Excepturi non molestiae earum dolorum consequuntur.
64,3151,118.0,752,2024-08-07,Query,Whatsapp,Neutral,Minima odit mollitia libero dolores excepturi eos corporis sunt illo accusantium minima iure.,Open,
203,3203,149.0,2590,2024-08-18,Order Accuracy,Whatsapp,Neutral,Ratione molestias eveniet labore explicabo nobis quidem harum voluptate quo eum laborum in tempora nam porro.,Escalated,
210,3186,,2673,2024-08-23,Delivery Issue,Email,Neutral,Dolore fugit quia sint iure natus reiciendis hic provident.,Open,
218,3387,149.0,2824,2024-08-31,Delivery Issue,Sales Rep,Neutral,Fuga cumque corrupti aperiam magnam minus non deleniti incidunt harum quod quaerat fugiat quam.,In Progress,
238,3197,,3199,2024-08-03,Product Suggestion,Email,Negative,Dolores impedit inventore architecto iste facere facere ad harum dolorem tenetur cupiditate cum repudiandae alias deserunt eius repudiandae dolores.,Closed,Nisi unde iure natus nam amet illum expedita modi.
246,3091,103.0,3249,2024-08-31,Complaint,Distributor Portal,Positive,Repellat nam aliquid aliquam magnam quisquam doloribus fuga praesentium ad atque iste magni nesciunt nesciunt quas consectetur modi.,Open,
247,3375,,3265,2024-08-28,Query,Sales Rep,Positive,Quasi quos fuga tempore beatae quod incidunt vitae minima ea labore est beatae.,Escalated,
264,3433,131.0,3678,2024-08-15,Complaint,Phone,Positive,Quos quidem amet velit omnis commodi ab quos accusamus quibusdam dignissimos earum voluptatem iure aut illum nisi fuga.,Escalated,
274,3033,149.0,3773,2024-08-31,Delivery Issue,Distributor Portal,Neutral,Ratione libero autem eveniet odio reprehenderit beatae natus vero praesentium reiciendis corrupti sequi quasi quod cumque illo inventore.,Resolved,Temporibus enim assumenda omnis corrupti blanditiis harum ex aut repellendus esse blanditiis culpa.
282,3064,,3873,2024-08-21,Complaint,Distributor Portal,Negative,Omnis culpa atque reprehenderit similique facere dolorem placeat tempora repellendus inventore.,Resolved,Voluptates aperiam molestiae reiciendis quae aperiam fugiat minus tempora tempore.
284,3289,107.0,3887,2024-08-09,Order Accuracy,Distributor Portal,Neutral,Aspernatur molestias fugiat voluptate quaerat quae dolorem nemo deleniti error tenetur cum recusandae consequuntur.,Closed,Vero quae ea dolore dolorem eligendi et veniam molestias optio ullam ipsum excepturi.
292,3446,142.0,4083,2024-08-04,Product Suggestion,Whatsapp,Neutral,Ipsam incidunt quod quia quam voluptatibus totam eveniet nulla.,Open,
307,3494,128.0,4231,2024-08-04,Complaint,Whatsapp,Positive,Recusandae quae odit alias vel ad facere id ab deserunt odit ipsum.,Escalated,
338,3364,113.0,4616,2024-08-22,Product Suggestion,Distributor Portal,Positive,Ipsum eius aliquid magnam placeat quasi possimus sed sint error vitae similique rerum eveniet fuga corporis nam iste fugit explicabo.,Escalated,
396,3283,138.0,5420,2024-08-27,Complaint,Phone,Negative,Maiores illo porro eaque natus fugit minima repudiandae rem harum veniam sed odio molestiae modi quasi.,Escalated,
410,3274,,5582,2024-08-20,Sales Service,Distributor Portal,Neutral,Eaque ad sint cumque quia quisquam similique asperiores voluptate officiis sed laboriosam similique doloremque illo eligendi beatae magni.,Closed,Eaque laborum beatae dolorum suscipit iusto.
446,3385,,6164,2024-08-23,Query,Distributor Portal,Negative,Distinctio molestiae sed rerum corporis recusandae maiores quo quasi earum amet est.,Escalated,
448,3483,110.0,6189,2024-08-19,Sales Service,Email,Neutral,Voluptatum similique voluptas nostrum debitis labore sunt aliquid perspiciatis saepe repellendus occaecati nesciunt.,Closed,Placeat accusamus dolorem aspernatur exercitationem laudantium sequi temporibus.
461,3368,116.0,6360,2024-08-11,Quality Issue,Whatsapp,Neutral,Minus amet alias quaerat quibusdam totam voluptatum sapiente maiores laboriosam animi.,Resolved,Molestias aut similique quas veritatis iste odit fugiat inventore nesciunt est ullam.
474,3210,,6603,2024-08-06,Query,Phone,Neutral,Culpa nostrum libero iure ad officiis illo doloremque cumque illo.,Escalated,
504,3124,136.0,6953,2024-08-14,Sales Service,Sales Rep,Positive,Possimus earum ipsum vero dignissimos illo cupiditate qui odit aliquid reprehenderit ullam asperiores blanditiis et qui ipsum.,In Progress,
522,3148,125.0,7111,2024-08-05,Delivery Issue,Distributor Portal,Neutral,Culpa eos illo fugit suscipit libero voluptas eos enim mollitia amet velit velit minus sit molestias.,Escalated,
527,3297,,7183,2024-08-11,Quality Issue,Email,Negative,Impedit dolorum vero omnis veniam asperiores dicta amet tempora labore natus commodi quam.,Open,
539,3022,108.0,7307,2024-08-23,Delivery Issue,Phone,Neutral,Explicabo fugit tempore ullam voluptas accusamus quibusdam praesentium architecto mollitia laboriosam accusamus aspernatur dolores aut eius.,In Progress,
544,3392,106.0,7367,2024-08-16,Complaint,Whatsapp,Positive,At perferendis earum necessitatibus itaque at quia aut sequi suscipit quia voluptatem dolorem iste est.,Resolved,Eveniet molestias ipsa sunt fugit voluptates tenetur animi.
558,3109,120.0,7691,2024-08-26,Delivery Issue,Email,Neutral,Nisi ducimus quibusdam facere quisquam quos dignissimos in ducimus nisi reiciendis dignissimos dolorum saepe reprehenderit id repellendus dicta molestiae.,Closed,Saepe autem unde repudiandae soluta alias excepturi minima quibusdam accusantium nemo nemo nesciunt.
571,3317,,7952,2024-08-04,Complaint,Whatsapp,Positive,Earum aut odit eos officiis voluptas sint quia deserunt.,Resolved,Nisi dignissimos nostrum quia voluptates delectus perferendis ex vitae inventore.
619,3494,110.0,8401,2024-08-09,Query,Sales Rep,Negative,Esse aliquid beatae molestiae nobis itaque rerum quam praesentium numquam velit repellendus mollitia quae corrupti.,Escalated,
631,3477,118.0,8522,2024-08-11,Order Accuracy,Distributor Portal,Positive,Unde similique porro quisquam ad consectetur assumenda repellat nihil voluptate laudantium explicabo iusto quisquam.,Open,
647,3027,131.0,8774,2024-08-05,Quality Issue,Sales Rep,Negative,Similique aspernatur officiis laboriosam similique odit quae vitae est vitae rerum quam praesentium repudiandae.,Escalated,
663,3311,,8985,2024-08-23,Order Accuracy,Distributor Portal,Negative,Cupiditate deserunt vel rerum error vel ipsam autem laboriosam in incidunt ea.,Open,
664,3184,,8995,2024-08-10,Query,Email,Positive,Praesentium modi ipsa natus aliquid consectetur earum culpa aperiam quam perspiciatis culpa esse molestias cum quibusdam excepturi iste consequatur sed.,Open,
671,3486,118.0,9069,2024-08-16,Quality Issue,Email,Neutral,Id deserunt molestiae est tempore pariatur illum quod a eaque autem dolor accusantium accusamus numquam excepturi vero sapiente.,Resolved,Animi hic doloribus recusandae voluptate ad quas cum aliquam fuga.
711,3140,146.0,9541,2024-08-26,Product Suggestion,Email,Neutral,Veniam delectus aliquam unde odit ab excepturi doloremque quam.,Resolved,Aliquam molestiae quis rerum tenetur error.
725,3185,127.0,9708,2024-08-24,Product Suggestion,Email,Neutral,Repellendus dolorem placeat odio dicta amet corporis hic consequatur quaerat expedita modi enim.,Closed,Aliquam tempora veniam suscipit vel cum in nostrum cupiditate adipisci commodi dicta ipsam.
751,3202,147.0,10037,2024-08-30,Quality Issue,Distributor Portal,Positive,Nobis nam expedita esse repudiandae exercitationem suscipit sint neque molestiae quisquam labore facere illo fuga occaecati.,Open,
770,3202,151.0,10344,2024-08-09,Order Accuracy,Phone,Positive,Similique culpa magnam laborum rerum placeat sint adipisci eos aspernatur eveniet voluptates tempore sapiente maiores eius.,Escalated,
779,3190,139.0,10497,2024-08-21,Delivery Issue,Whatsapp,Positive,Earum sit numquam iste facilis vel cupiditate natus voluptates esse similique.,Resolved,Delectus incidunt delectus eos ab repellat quasi beatae veniam ea.
786,3372,135.0,10587,2024-08-28,Quality Issue,Phone,Neutral,Animi pariatur ducimus odio vero nemo voluptatum corrupti eum debitis aliquid voluptate expedita veniam dignissimos consectetur magni.,Escalated,
805,3419,113.0,10801,2024-08-07,Delivery Issue,Email,Neutral,Adipisci doloribus cupiditate necessitatibus recusandae praesentium mollitia occaecati dolorem fugiat unde provident quos ipsa provident sint corrupti totam tempore occaecati.,In Progress,
